p,a,b,j,trace,order,aut_order,fb_m2,fb_m3,n_targets,hits_m2,hits_m3,order,full_liftable,liftable_density_W187,liftable_density_W375,liftable_density_W750,liftable_density_W1501,liftable_density_W3003,liftable_density_W6007,two_torsion_x,sumset_m2,sumset_m3,sumset_eff_m2,sumset_eff_m3,decomp_rate_m2,decomp_rate_m3,decomp_efficiency_m2,decomp_efficiency_m3,s3_support,liftable_identity_holds
6007,45,30,1620,-8,6016,2,40,13,400,183,136,6016,3009,0.5026737967914439,0.5173333333333333,0.528,0.5116588940706196,0.5018315018315018,0.5009155984684535,3,2468,2137,0.7617283950617284,0.6523199023199023,0.4575,0.34,0.8494814814814815,0.6243711843711844,13,True
6007,819,546,1634,-8,6016,2,40,13,400,187,142,6016,3008,0.42780748663101603,0.488,0.48133333333333334,0.4936708860759494,0.5021645021645021,0.5007491260196437,1,2520,2262,0.7777777777777778,0.6904761904761905,0.4675,0.355,0.8680493827160494,0.6519169719169718,13,True
6007,951,1902,1754,-8,6016,2,40,13,400,164,166,6016,3009,0.5080213903743316,0.47733333333333333,0.48133333333333334,0.49100599600266487,0.5044955044955045,0.5009155984684535,3,2554,2524,0.7882716049382716,0.7704517704517705,0.41,0.415,0.7612839506172839,0.762100122100122,13,True
6007,1335,890,1778,-8,6016,2,40,13,400,172,184,6016,3009,0.45989304812834225,0.432,0.47733333333333333,0.4950033311125916,0.4988344988344988,0.5009155984684535,3,2493,2463,0.7694444444444445,0.7518315018315018,0.43,0.46,0.7984197530864198,0.8447374847374848,13,True
6007,1992,3984,1812,-8,6016,2,40,13,400,177,171,6016,3009,0.5080213903743316,0.49866666666666665,0.5106666666666667,0.4990006662225183,0.5018315018315018,0.5009155984684535,3,2533,2456,0.7817901234567901,0.7496947496947497,0.4425,0.4275,0.8216296296296296,0.7850549450549451,13,True
6007,3685,1363,1819,-8,6016,2,40,13,400,153,160,6016,3008,0.45454545454545453,0.4746666666666667,0.48933333333333334,0.5003331112591606,0.5094905094905094,0.5007491260196437,1,2457,2268,0.7583333333333333,0.6923076923076923,0.3825,0.4,0.7102222222222222,0.7345543345543346,13,True
6007,929,1858,1830,-8,6016,2,40,13,400,167,155,6016,3009,0.45989304812834225,0.4693333333333333,0.4706666666666667,0.4870086608927382,0.5041625041625042,0.5009155984684535,3,2505,2461,0.7731481481481481,0.7512210012210012,0.4175,0.3875,0.7752098765432098,0.7115995115995117,13,True
6007,1713,1142,1851,-8,6016,2,40,13,400,172,163,6016,3008,0.5668449197860963,0.5173333333333333,0.49733333333333335,0.48634243837441704,0.49417249417249415,0.5007491260196437,1,2530,2308,0.7808641975308642,0.7045177045177046,0.43,0.4075,0.7984197530864198,0.7483272283272283,13,True
6007,5919,5831,1902,-8,6016,2,40,13,400,143,167,6016,3008,0.5133689839572193,0.5013333333333333,0.5186666666666667,0.5103264490339774,0.4985014985014985,0.5007491260196437,1,2380,2398,0.7345679012345679,0.7319902319902319,0.3575,0.4175,0.6638024691358024,0.7666910866910867,13,True
6007,4197,2387,1990,-8,6016,2,40,13,400,173,142,6016,3008,0.47593582887700536,0.488,0.5146666666666667,0.4950033311125916,0.4945054945054945,0.5007491260196437,1,2470,2437,0.7623456790123457,0.7438949938949939,0.4325,0.355,0.8030617283950617,0.6519169719169718,13,True
6007,1575,1050,2113,-8,6016,2,40,13,400,172,152,6016,3008,0.47058823529411764,0.49066666666666664,0.5093333333333333,0.5076615589606929,0.5028305028305028,0.5007491260196437,1,2574,2144,0.7944444444444444,0.6544566544566545,0.43,0.38,0.7984197530864198,0.6978266178266178,13,True
6007,5508,3672,2126,-8,6016,2,40,13,400,177,170,6016,3009,0.5240641711229946,0.5413333333333333,0.5266666666666666,0.508327781479014,0.5054945054945055,0.5009155984684535,3,2496,2455,0.7703703703703704,0.7493894993894994,0.4425,0.425,0.8216296296296296,0.7804639804639804,13,True
6007,768,512,2142,-8,6016,2,40,13,400,161,164,6016,3008,0.43315508021390375,0.48533333333333334,0.492,0.4983344437041972,0.5101565101565102,0.5007491260196437,1,2546,2436,0.7858024691358024,0.7435897435897436,0.4025,0.41,0.747358024691358,0.752918192918193,13,True
6007,4338,2892,2171,-8,6016,2,40,13,400,156,136,6016,3008,0.46524064171123,0.4693333333333333,0.49866666666666665,0.4883411059293804,0.48684648684648685,0.5007491260196437,1,2460,2396,0.7592592592592593,0.7313797313797313,0.39,0.34,0.7241481481481482,0.6243711843711844,13,True
6007,2510,5020,2195,-8,6016,2,40,13,400,160,167,6016,3009,0.5347593582887701,0.5173333333333333,0.5053333333333333,0.5009993337774816,0.5101565101565102,0.5009155984684535,3,2460,2337,0.7592592592592593,0.7133699633699634,0.4,0.4175,0.7427160493827161,0.7666910866910867,13,True
6007,866,4582,2199,-8,6016,2,40,13,400,166,156,6016,3009,0.5240641711229946,0.5413333333333333,0.5093333333333333,0.49233844103930713,0.4901764901764902,0.5009155984684535,3,2573,2222,0.7941358024691358,0.6782661782661783,0.415,0.39,0.7705679012345679,0.7161904761904763,13,True
6007,1453,2906,2216,-8,6016,2,40,13,400,172,160,6016,3008,0.5133689839572193,0.504,0.492,0.49766822118587606,0.4965034965034965,0.5007491260196437,1,2446,2550,0.7549382716049383,0.7783882783882784,0.43,0.4,0.7984197530864198,0.7345543345543346,13,True
6007,2631,1754,2246,-8,6016,2,40,13,400,146,140,6016,3009,0.5668449197860963,0.5413333333333333,0.5053333333333333,0.5043304463690873,0.5001665001665002,0.5009155984684535,3,2574,2228,0.7944444444444444,0.6800976800976801,0.365,0.35,0.6777283950617284,0.6427350427350427,13,True
6007,3667,4447,2270,-8,6016,2,40,13,400,165,154,6016,3008,0.45989304812834225,0.464,0.468,0.49633577614923385,0.5061605061605061,0.5007491260196437,1,2486,2446,0.7672839506172839,0.7466422466422467,0.4125,0.385,0.7659259259259259,0.707008547008547,13,True
6007,2852,5906,2309,-8,6016,2,40,13,400,149,156,6016,3009,0.49732620320855614,0.5146666666666667,0.5,0.4890073284477015,0.5054945054945055,0.5009155984684535,3,2434,2342,0.7512345679012346,0.7148962148962149,0.3725,0.39,0.6916543209876543,0.7161904761904763,13,True
6007,5623,5239,2313,-8,6016,2,40,13,400,165,166,6016,3008,0.5294117647058824,0.49066666666666664,0.5013333333333333,0.5009993337774816,0.5014985014985015,0.5007491260196437,1,2526,2198,0.7796296296296297,0.6709401709401709,0.4125,0.415,0.7659259259259259,0.762100122100122,13,True
6007,4246,4833,2346,-8,6016,2,40,13,400,168,136,6016,3009,0.5187165775401069,0.5013333333333333,0.48933333333333334,0.49566955363091275,0.5004995004995005,0.5009155984684535,3,2488,2238,0.7679012345679013,0.6831501831501832,0.42,0.34,0.7798518518518518,0.6243711843711844,13,True
6007,1661,5112,2418,-8,6016,2,40,13,400,170,165,6016,3008,0.5454545454545454,0.512,0.504,0.4990006662225183,0.5004995004995005,0.5007491260196437,1,2507,2376,0.7737654320987655,0.7252747252747253,0.425,0.4125,0.7891358024691357,0.7575091575091575,13,True
6007,4063,4711,2427,-8,6016,2,40,13,400,169,156,6016,3008,0.5080213903743316,0.48,0.47333333333333333,0.4890073284477015,0.5071595071595072,0.5007491260196437,1,2472,2279,0.762962962962963,0.6956654456654456,0.4225,0.39,0.7844938271604938,0.7161904761904763,13,True
6007,5138,1423,2497,-8,6016,2,40,13,400,189,160,6016,3008,0.43315508021390375,0.4666666666666667,0.476,0.5009993337774816,0.5131535131535132,0.5007491260196437,1,2543,2392,0.7848765432098765,0.7301587301587301,0.4725,0.4,0.8773333333333333,0.7345543345543346,13,True
6007,2179,3455,2535,-8,6016,2,40,13,400,187,166,6016,3008,0.48663101604278075,0.4746666666666667,0.472,0.5009993337774816,0.5014985014985015,0.5007491260196437,1,2592,2396,0.8,0.7313797313797313,0.4675,0.415,0.8680493827160494,0.762100122100122,13,True
6007,2407,4814,2543,-8,6016,2,40,13,400,164,145,6016,3008,0.4919786096256685,0.5146666666666667,0.5013333333333333,0.5056628914057295,0.49483849483849485,0.5007491260196437,1,2522,2180,0.778395061728395,0.6654456654456654,0.41,0.3625,0.7612839506172839,0.6656898656898657,13,True
6007,2295,1530,2557,-8,6016,2,40,13,400,188,146,6016,3009,0.5401069518716578,0.5093333333333333,0.5253333333333333,0.5063291139240507,0.5078255078255078,0.5009155984684535,3,2503,2282,0.7725308641975308,0.6965811965811965,0.47,0.365,0.8726913580246913,0.6702808302808303,13,True
6007,4660,5109,2590,-8,6016,2,40,13,400,161,171,6016,3009,0.5026737967914439,0.49866666666666665,0.4746666666666667,0.47301798800799466,0.4851814851814852,0.5009155984684535,3,2507,2165,0.7737654320987655,0.6608669108669109,0.4025,0.4275,0.747358024691358,0.7850549450549451,13,True
6007,3642,2428,2661,-8,6016,2,40,13,400,176,136,6016,3009,0.49732620320855614,0.48533333333333334,0.504,0.519653564290473,0.5048285048285048,0.5009155984684535,3,2512,2260,0.7753086419753087,0.6898656898656899,0.44,0.34,0.8169876543209876,0.6243711843711844,13,True
6007,4887,3258,2663,-8,6016,2,40,13,400,166,147,6016,3008,0.5294117647058824,0.496,0.5093333333333333,0.519653564290473,0.5121545121545121,0.5007491260196437,1,2404,2218,0.7419753086419754,0.6770451770451771,0.415,0.3675,0.7705679012345679,0.6748717948717949,13,True
6007,183,122,2669,-8,6016,2,40,13,400,184,170,6016,3009,0.6149732620320856,0.512,0.5066666666666667,0.5003331112591606,0.5024975024975025,0.5009155984684535,3,2532,2346,0.7814814814814814,0.7161172161172161,0.46,0.425,0.8541234567901235,0.7804639804639804,13,True
6007,3179,351,2699,-8,6016,2,40,13,400,156,171,6016,3009,0.5026737967914439,0.48533333333333334,0.5066666666666667,0.5003331112591606,0.5121545121545121,0.5009155984684535,3,2481,2268,0.7657407407407407,0.6923076923076923,0.39,0.4275,0.7241481481481482,0.7850549450549451,13,True
6007,5044,4081,2702,-8,6016,2,40,13,400,167,139,6016,3009,0.5026737967914439,0.5466666666666666,0.5253333333333333,0.5049966688874084,0.5041625041625042,0.5009155984684535,3,2552,2088,0.7876543209876543,0.6373626373626373,0.4175,0.3475,0.7752098765432098,0.6381440781440781,13,True
6007,2376,4752,2721,-8,6016,2,40,13,400,163,170,6016,3009,0.47593582887700536,0.472,0.47333333333333333,0.49700199866755496,0.5048285048285048,0.5009155984684535,3,2530,2453,0.7808641975308642,0.7487789987789988,0.4075,0.425,0.756641975308642,0.7804639804639804,13,True
6007,2443,4886,2750,-8,6016,2,40,13,400,173,178,6016,3009,0.5668449197860963,0.488,0.496,0.5049966688874084,0.5021645021645021,0.5009155984684535,3,2582,2514,0.7969135802469136,0.7673992673992674,0.4325,0.445,0.8030617283950617,0.8171916971916972,13,True
6007,4573,3139,2773,-8,6016,2,40,13,400,182,171,6016,3009,0.48128342245989303,0.48533333333333334,0.49866666666666665,0.4983344437041972,0.49916749916749914,0.5009155984684535,3,2525,2248,0.779320987654321,0.6862026862026862,0.455,0.4275,0.8448395061728395,0.7850549450549451,13,True
6007,1988,3976,2787,-8,6016,2,40,13,400,169,142,6016,3009,0.5347593582887701,0.5466666666666666,0.5133333333333333,0.5016655562958028,0.4995004995004995,0.5009155984684535,3,2514,2413,0.7759259259259259,0.7365689865689866,0.4225,0.355,0.7844938271604938,0.6519169719169718,13,True
6007,1755,3510,2794,-8,6016,2,40,13,400,160,144,6016,3009,0.5561497326203209,0.536,0.516,0.5176548967355097,0.5058275058275058,0.5009155984684535,3,2555,2343,0.7885802469135802,0.7152014652014652,0.4,0.36,0.7427160493827161,0.661098901098901,13,True
6007,4287,2567,2820,-8,6016,2,40,13,400,188,165,6016,3009,0.5401069518716578,0.5226666666666666,0.48933333333333334,0.49033977348434377,0.5101565101565102,0.5009155984684535,3,2561,2480,0.7904320987654321,0.757020757020757,0.47,0.4125,0.8726913580246913,0.7575091575091575,13,True
6007,5675,1781,2821,-8,6016,2,40,13,400,178,161,6016,3008,0.46524064171123,0.49333333333333335,0.5053333333333333,0.49766822118587606,0.5038295038295039,0.5007491260196437,1,2507,2394,0.7737654320987655,0.7307692307692307,0.445,0.4025,0.8262716049382716,0.7391452991452991,13,True
6007,2569,5138,2867,-8,6016,2,40,13,400,166,158,6016,3008,0.44919786096256686,0.49066666666666664,0.472,0.4890073284477015,0.4901764901764902,0.5007491260196437,1,2560,2327,0.7901234567901234,0.7103174603174603,0.415,0.395,0.7705679012345679,0.7253724053724054,13,True
6007,3871,4583,2871,-8,6016,2,40,13,400,153,153,6016,3008,0.5133689839572193,0.5146666666666667,0.496,0.4816788807461692,0.4938394938394938,0.5007491260196437,1,2444,2194,0.754320987654321,0.6697191697191697,0.3825,0.3825,0.7102222222222222,0.7024175824175823,13,True
6007,2801,5602,2918,-8,6016,2,40,13,400,179,165,6016,3008,0.48128342245989303,0.49333333333333335,0.5186666666666667,0.5036642238507661,0.4961704961704962,0.5007491260196437,1,2548,2502,0.7864197530864198,0.7637362637362637,0.4475,0.4125,0.8309135802469135,0.7575091575091575,13,True
6007,528,352,2940,-8,6016,2,40,13,400,168,163,6016,3009,0.5454545454545454,0.536,0.5306666666666666,0.5096602265156562,0.49783549783549785,0.5009155984684535,3,2575,2399,0.7947530864197531,0.7322954822954822,0.42,0.4075,0.7798518518518518,0.7483272283272283,13,True
6007,1353,902,3000,-8,6016,2,40,13,400,163,159,6016,3009,0.4919786096256685,0.52,0.512,0.49766822118587606,0.49517149517149517,0.5009155984684535,3,2393,2391,0.7385802469135803,0.7298534798534798,0.4075,0.3975,0.756641975308642,0.72996336996337,13,True
6007,5214,3476,3012,-8,6016,2,40,13,400,157,166,6016,3008,0.5187165775401069,0.56,0.512,0.5076615589606929,0.5014985014985015,0.5007491260196437,1,2442,2451,0.7537037037037037,0.7481684981684982,0.3925,0.415,0.7287901234567902,0.762100122100122,13,True
6007,5779,5551,3036,-8,6016,2,40,13,400,161,146,6016,3008,0.5187165775401069,0.5013333333333333,0.488,0.5049966688874084,0.5031635031635031,0.5007491260196437,1,2546,2142,0.7858024691358024,0.6538461538461539,0.4025,0.365,0.747358024691358,0.6702808302808303,13,True
6007,153,102,3081,-8,6016,2,40,13,400,151,160,6016,3009,0.49732620320855614,0.4826666666666667,0.47733333333333333,0.49766822118587606,0.5031635031635031,0.5009155984684535,3,2508,2392,0.774074074074074,0.7301587301587301,0.3775,0.4,0.7009382716049383,0.7345543345543346,13,True
6007,4154,767,3153,-8,6016,2,40,13,400,163,149,6016,3008,0.5080213903743316,0.4746666666666667,0.484,0.4876748834110593,0.5064935064935064,0.5007491260196437,1,2482,2056,0.7660493827160494,0.6275946275946276,0.4075,0.3725,0.756641975308642,0.6840537240537241,13,True
6007,4701,3134,3198,-8,6016,2,40,13,400,158,154,6016,3009,0.46524064171123,0.4746666666666667,0.496,0.5063291139240507,0.5048285048285048,0.5009155984684535,3,2553,2291,0.787962962962963,0.6993284493284493,0.395,0.385,0.7334320987654321,0.707008547008547,13,True
6007,955,1910,3222,-8,6016,2,40,13,400,164,148,6016,3008,0.5240641711229946,0.5173333333333333,0.5053333333333333,0.5043304463690873,0.5064935064935064,0.5007491260196437,1,2420,2240,0.7469135802469136,0.6837606837606838,0.41,0.37,0.7612839506172839,0.6794627594627595,13,True
6007,5648,5289,3316,-8,6016,2,40,13,400,169,156,6016,3008,0.48128342245989303,0.48533333333333334,0.48133333333333334,0.46635576282478347,0.4828504828504829,0.5007491260196437,1,2562,2395,0.7907407407407407,0.731074481074481,0.4225,0.39,0.7844938271604938,0.7161904761904763,13,True
6007,3166,4113,3330,-8,6016,2,40,13,400,176,181,6016,3009,0.5133689839572193,0.49066666666666664,0.492,0.4843437708194537,0.4958374958374958,0.5009155984684535,3,2521,2478,0.7780864197530865,0.7564102564102564,0.44,0.4525,0.8169876543209876,0.8309645909645911,13,True
6007,4214,807,3335,-8,6016,2,40,13,400,177,129,6016,3009,0.47593582887700536,0.48,0.49466666666666664,0.5009993337774816,0.5064935064935064,0.5009155984684535,3,2549,1858,0.7867283950617284,0.5671550671550671,0.4425,0.3225,0.8216296296296296,0.5922344322344323,13,True
6007,3598,4401,3348,-8,6016,2,40,13,400,156,167,6016,3008,0.47593582887700536,0.5146666666666667,0.5093333333333333,0.5063291139240507,0.5038295038295039,0.5007491260196437,1,2521,2266,0.7780864197530865,0.6916971916971917,0.39,0.4175,0.7241481481481482,0.7666910866910867,13,True
6007,4252,4837,3459,-8,6016,2,40,13,400,195,167,6016,3009,0.5454545454545454,0.5173333333333333,0.5093333333333333,0.4943371085942705,0.5061605061605061,0.5009155984684535,3,2491,2410,0.7688271604938272,0.7356532356532357,0.4875,0.4175,0.9051851851851851,0.7666910866910867,13,True
6007,622,2417,3517,-8,6016,2,40,13,400,151,182,6016,3008,0.4385026737967914,0.47733333333333333,0.48133333333333334,0.49233844103930713,0.49983349983349984,0.5007491260196437,1,2450,2498,0.7561728395061729,0.7625152625152625,0.3775,0.455,0.7009382716049383,0.8355555555555556,13,True
6007,1026,2052,3532,-8,6016,2,40,13,400,181,150,6016,3008,0.44385026737967914,0.472,0.48,0.47968021319120585,0.4961704961704962,0.5007491260196437,1,2509,2296,0.7743827160493827,0.7008547008547008,0.4525,0.375,0.8401975308641976,0.6886446886446886,13,True
6007,1613,5080,3628,-8,6016,2,40,13,400,172,156,6016,3009,0.4919786096256685,0.49333333333333335,0.49066666666666664,0.5069953364423717,0.5044955044955045,0.5009155984684535,3,2457,2432,0.7583333333333333,0.7423687423687424,0.43,0.39,0.7984197530864198,0.7161904761904763,13,True
6007,4978,5321,3630,-8,6016,2,40,13,400,161,174,6016,3008,0.5026737967914439,0.49866666666666665,0.4826666666666667,0.5096602265156562,0.5024975024975025,0.5007491260196437,1,2582,2380,0.7969135802469136,0.7264957264957265,0.4025,0.435,0.747358024691358,0.7988278388278388,13,True
6007,3790,4529,3635,-8,6016,2,40,13,400,178,166,6016,3008,0.5187165775401069,0.5226666666666666,0.516,0.5023317788141239,0.49683649683649683,0.5007491260196437,1,2564,2474,0.7913580246913581,0.7551892551892552,0.445,0.415,0.8262716049382716,0.762100122100122,13,True
6007,5338,5561,3684,-8,6016,2,40,13,400,162,157,6016,3008,0.49732620320855614,0.4613333333333333,0.49066666666666664,0.5049966688874084,0.5074925074925075,0.5007491260196437,1,2494,2350,0.769753086419753,0.7173382173382173,0.405,0.3925,0.752,0.7207814407814408,13,True
6007,4146,2285,3699,-8,6016,2,40,13,400,149,178,6016,3009,0.5401069518716578,0.5093333333333333,0.49466666666666664,0.4996668887408394,0.49983349983349984,0.5009155984684535,3,2526,2393,0.7796296296296297,0.7304639804639804,0.3725,0.445,0.6916543209876543,0.8171916971916972,13,True
6007,3427,4287,3744,-8,6016,2,40,13,400,161,154,6016,3008,0.45989304812834225,0.4666666666666667,0.472,0.47901399067288475,0.5078255078255078,0.5007491260196437,1,2614,2406,0.8067901234567901,0.7344322344322345,0.4025,0.385,0.747358024691358,0.707008547008547,13,True
6007,475,2319,3753,-8,6016,2,40,13,400,186,160,6016,3009,0.47058823529411764,0.48533333333333334,0.4826666666666667,0.5023317788141239,0.4965034965034965,0.5009155984684535,3,2476,2308,0.7641975308641975,0.7045177045177046,0.465,0.4,0.8634074074074074,0.7345543345543346,13,True
6007,836,1672,3783,-8,6016,2,40,13,400,137,133,6016,3008,0.5026737967914439,0.4693333333333333,0.49866666666666665,0.4996668887408394,0.5014985014985015,0.5007491260196437,1,2496,2346,0.7703703703703704,0.7161172161172161,0.3425,0.3325,0.6359506172839506,0.6105982905982906,13,True
6007,2117,4234,3858,-8,6016,2,40,13,400,171,168,6016,3008,0.48663101604278075,0.48,0.49333333333333335,0.4936708860759494,0.49217449217449216,0.5007491260196437,1,2547,2402,0.7861111111111111,0.7332112332112332,0.4275,0.42,0.7937777777777778,0.7712820512820512,13,True
6007,1102,2204,4065,-8,6016,2,40,13,400,174,159,6016,3008,0.49732620320855614,0.48,0.49733333333333335,0.4996668887408394,0.5051615051615052,0.5007491260196437,1,2507,2427,0.7737654320987655,0.7408424908424909,0.435,0.3975,0.8077037037037037,0.72996336996337,13,True
6007,5507,5007,4138,-8,6016,2,40,13,400,184,154,6016,3008,0.49732620320855614,0.496,0.5,0.49566955363091275,0.49683649683649683,0.5007491260196437,1,2553,2328,0.787962962962963,0.7106227106227107,0.46,0.385,0.8541234567901235,0.707008547008547,13,True
6007,4683,3122,4142,-8,6016,2,40,13,400,155,141,6016,3009,0.5240641711229946,0.5306666666666666,0.508,0.4983344437041972,0.49716949716949715,0.5009155984684535,3,2474,2228,0.7635802469135803,0.6800976800976801,0.3875,0.3525,0.7195061728395062,0.6473260073260073,13,True
6007,469,938,4153,-8,6016,2,40,13,400,184,146,6016,3008,0.5828877005347594,0.5466666666666666,0.516,0.5043304463690873,0.49983349983349984,0.5007491260196437,1,2518,2169,0.7771604938271605,0.6620879120879121,0.46,0.365,0.8541234567901235,0.6702808302808303,13,True
6007,5713,5811,4161,-8,6016,2,40,13,400,149,153,6016,3009,0.5561497326203209,0.5466666666666666,0.5306666666666666,0.5143237841439041,0.5058275058275058,0.5009155984684535,3,2532,2256,0.7814814814814814,0.6886446886446886,0.3725,0.3825,0.6916543209876543,0.7024175824175823,13,True
6007,440,880,4265,-8,6016,2,40,13,400,189,169,6016,3008,0.5080213903743316,0.49333333333333335,0.5053333333333333,0.48967355096602266,0.5034965034965035,0.5007491260196437,1,2478,2388,0.7648148148148148,0.7289377289377289,0.4725,0.4225,0.8773333333333333,0.7758730158730158,13,True
6007,4249,4835,4411,-8,6016,2,40,13,400,147,179,6016,3009,0.4919786096256685,0.472,0.476,0.4990006662225183,0.5041625041625042,0.5009155984684535,3,2424,2391,0.7481481481481481,0.7298534798534798,0.3675,0.4475,0.6823703703703704,0.8217826617826617,13,True
6007,4656,3305,4431,-8,6016,2,40,13,400,167,162,6016,3008,0.5347593582887701,0.544,0.5146666666666667,0.5096602265156562,0.5028305028305028,0.5007491260196437,1,2436,2406,0.7518518518518519,0.7344322344322345,0.4175,0.405,0.7752098765432098,0.7437362637362638,13,True
6007,38,76,4522,-8,6016,2,40,13,400,167,142,6016,3009,0.5454545454545454,0.5733333333333334,0.5186666666666667,0.5143237841439041,0.5044955044955045,0.5009155984684535,3,2480,2126,0.7654320987654321,0.648962148962149,0.4175,0.355,0.7752098765432098,0.6519169719169718,13,True
6007,313,2211,4525,-8,6016,2,40,13,400,179,155,6016,3008,0.44385026737967914,0.48,0.492,0.5016655562958028,0.5021645021645021,0.5007491260196437,1,2566,2300,0.7919753086419753,0.702075702075702,0.4475,0.3875,0.8309135802469135,0.7115995115995117,13,True
6007,1756,3173,4580,-8,6016,2,40,13,400,176,158,6016,3008,0.48663101604278075,0.5013333333333333,0.49066666666666664,0.5096602265156562,0.5051615051615052,0.5007491260196437,1,2554,2490,0.7882716049382716,0.76007326007326,0.44,0.395,0.8169876543209876,0.7253724053724054,13,True
6007,451,2303,4601,-8,6016,2,40,13,400,153,145,6016,3008,0.48663101604278075,0.504,0.5013333333333333,0.5169886742171885,0.5034965034965035,0.5007491260196437,1,2512,2272,0.7753086419753087,0.6935286935286935,0.3825,0.3625,0.7102222222222222,0.6656898656898657,13,True
6007,5192,4377,4623,-8,6016,2,40,13,400,171,147,6016,3009,0.47593582887700536,0.4693333333333333,0.468,0.4810126582278481,0.48984348984348985,0.5009155984684535,3,2572,2448,0.7938271604938272,0.7472527472527473,0.4275,0.3675,0.7937777777777778,0.6748717948717949,13,True
6007,2209,3475,4702,-8,6016,2,40,13,400,172,171,6016,3009,0.44919786096256686,0.5013333333333333,0.5,0.5056628914057295,0.5018315018315018,0.5009155984684535,3,2485,2456,0.7669753086419753,0.7496947496947497,0.43,0.4275,0.7984197530864198,0.7850549450549451,13,True
6007,3272,179,4729,-8,6016,2,40,13,400,183,171,6016,3009,0.48128342245989303,0.5093333333333333,0.492,0.5009993337774816,0.4961704961704962,0.5009155984684535,3,2530,2338,0.7808641975308642,0.7136752136752137,0.4575,0.4275,0.8494814814814815,0.7850549450549451,13,True
6007,3086,165,4758,-8,6016,2,40,13,400,179,146,6016,3008,0.5080213903743316,0.4746666666666667,0.48933333333333334,0.49300466355762823,0.48884448884448883,0.5007491260196437,1,2539,2486,0.783641975308642,0.7588522588522588,0.4475,0.365,0.8309135802469135,0.6702808302808303,13,True
6007,2123,4246,4802,-8,6016,2,40,13,400,172,157,6016,3008,0.47593582887700536,0.4666666666666667,0.472,0.4883411059293804,0.5041625041625042,0.5007491260196437,1,2582,2308,0.7969135802469136,0.7045177045177046,0.43,0.3925,0.7984197530864198,0.7207814407814408,13,True
6007,3899,597,4821,-8,6016,2,40,13,400,170,133,6016,3008,0.49732620320855614,0.488,0.48933333333333334,0.49300466355762823,0.4915084915084915,0.5007491260196437,1,2549,1900,0.7867283950617284,0.57997557997558,0.425,0.3325,0.7891358024691357,0.6105982905982906,13,True
6007,3711,2474,4832,-8,6016,2,40,13,400,157,132,6016,3008,0.4385026737967914,0.47733333333333333,0.47733333333333333,0.49566955363091275,0.4908424908424908,0.5007491260196437,1,2514,2123,0.7759259259259259,0.6480463980463981,0.3925,0.33,0.7287901234567902,0.6060073260073261,13,True
6007,1735,3159,4967,-8,6016,2,40,13,400,155,162,6016,3009,0.5561497326203209,0.5173333333333333,0.5306666666666666,0.5089940039973351,0.5118215118215118,0.5009155984684535,3,2526,2482,0.7796296296296297,0.7576312576312576,0.3875,0.405,0.7195061728395062,0.7437362637362638,13,True
6007,4374,2741,5071,-8,6016,2,40,13,400,154,166,6016,3009,0.48663101604278075,0.504,0.5013333333333333,0.5043304463690873,0.5058275058275058,0.5009155984684535,3,2534,2424,0.7820987654320988,0.73992673992674,0.385,0.415,0.7148641975308642,0.762100122100122,13,True
6007,5023,5351,5095,-8,6016,2,40,13,400,162,146,6016,3009,0.48128342245989303,0.4693333333333333,0.4826666666666667,0.49033977348434377,0.4945054945054945,0.5009155984684535,3,2446,2430,0.7549382716049383,0.7417582417582418,0.405,0.365,0.752,0.6702808302808303,13,True
6007,4980,3320,5112,-8,6016,2,40,13,400,171,166,6016,3009,0.5401069518716578,0.5253333333333333,0.5213333333333333,0.5043304463690873,0.5048285048285048,0.5009155984684535,3,2500,2392,0.7716049382716049,0.7301587301587301,0.4275,0.415,0.7937777777777778,0.762100122100122,13,True
6007,2013,1342,5158,-8,6016,2,40,13,400,172,137,6016,3009,0.5454545454545454,0.5466666666666666,0.52,0.519653564290473,0.5084915084915085,0.5009155984684535,3,2399,2082,0.7404320987654321,0.6355311355311355,0.43,0.3425,0.7984197530864198,0.628962148962149,13,True
6007,1753,3506,5171,-8,6016,2,40,13,400,167,168,6016,3009,0.5828877005347594,0.552,0.54,0.5156562291805463,0.5018315018315018,0.5009155984684535,3,2462,2482,0.7598765432098765,0.7576312576312576,0.4175,0.42,0.7752098765432098,0.7712820512820512,13,True
6007,5595,3730,5339,-8,6016,2,40,13,400,165,176,6016,3009,0.4385026737967914,0.4826666666666667,0.4786666666666667,0.49700199866755496,0.5051615051615052,0.5009155984684535,3,2433,2272,0.7509259259259259,0.6935286935286935,0.4125,0.44,0.7659259259259259,0.808009768009768,13,True
6007,4526,3045,5437,-8,6016,2,40,13,400,173,170,6016,3009,0.5347593582887701,0.5253333333333333,0.49733333333333335,0.5003331112591606,0.5071595071595072,0.5009155984684535,3,2494,2404,0.769753086419753,0.7338217338217338,0.4325,0.425,0.8030617283950617,0.7804639804639804,13,True
6007,4073,713,5529,-8,6016,2,40,13,400,164,174,6016,3009,0.4919786096256685,0.49333333333333335,0.48533333333333334,0.4983344437041972,0.4938394938394938,0.5009155984684535,3,2541,2414,0.7842592592592592,0.7368742368742369,0.41,0.435,0.7612839506172839,0.7988278388278388,13,True
